BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
3,3,Semi-Furnished,Lajpat Nagar 2,1,26000000,Ready_to_move,New_Property,Builder_Floor,7000
2,2,Unfurnished,Lajpat Nagar 2,1,11000000,Ready_to_move,Resale,Builder_Floor,7000
3,3,Unfurnished,Lajpat Nagar 2,1,28500000,Ready_to_move,New_Property,Builder_Floor,7000
2,2,Unfurnished,Lajpat Nagar 2,1,11000000,Ready_to_move,Resale,Builder_Floor,7000
2,1,Furnished,Budh Vihar,1,11000000,Ready_to_move,Resale,Apartment,
3,2,Semi-Furnished,Budh Vihar,1,4500000,Ready_to_move,Resale,Builder_Floor,
2,1,Unfurnished,"Budh Vihar super area 50 sqyrd status Ready to Move floor Ground out of 2 floors transaction Resale furnishing Unfurnished facing East car parking 1 Open bathroom 1 balcony 2 ownership Freehold For Sale 2 BHK 50 yrd, 2 side open Ground Floor, First and Second Floor in H Block, Gali No. 04, Near Laxmi Narain Mandir, BudhVihar read more Contact Agent View Phone No. Share Feedback Agent Sahyog Properties 1000+ Buyers Served",1,3600000,Ready_to_move,Resale,Builder_Floor,72000
3,2,Furnished,Budh Vihar Phase 1,1,4300000,Ready_to_move,New_Property,Builder_Floor,43000
3,2,Semi-Furnished,Budh Vihar,1,4000000,Ready_to_move,Resale,Builder_Floor,4444
2,2,Semi-Furnished,Budh Vihar Phase 1,1,1650000,Ready_to_move,Resale,Apartment,3300
1,1,Furnished,Budh Vihar,1,2000000,Ready_to_move,Resale,Builder_Floor,4444
2,2,Semi-Furnished,Budh Vihar,1,3000000,Ready_to_move,Resale,Builder_Floor,40000
2,1,Semi-Furnished,Budh Vihar Phase 1,1,1400000,Ready_to_move,Resale,Apartment,5185
2,1,Semi-Furnished,Budh Vihar Phase 1,1,2000000,Ready_to_move,Resale,Builder_Floor,4000
2,2,Unfurnished,Budh Vihar Phase 1,1,2000000,Ready_to_move,Resale,Apartment,4000
1,1,Furnished,Budh Vihar,1,2000000,Ready_to_move,Resale,Builder_Floor,4000
3,4,Furnished,Budh Vihar,1,2600000,Ready_to_move,Resale,Builder_Floor,3567
6,3,Furnished,Budh Vihar Phase 1,1,5100000,Ready_to_move,Resale,Builder_Floor,1259
6,4,Furnished,Budh Vihar Phase 2,1,6000000,Ready_to_move,Resale,Builder_Floor,2500
2,2,Furnished,Budh Vihar,1,4000000,Ready_to_move,Resale,Builder_Floor,2500
2,3,Furnished,Budh Vihar Phase 2,1,6200000,Ready_to_move,Resale,Builder_Floor,2500
1,2,Furnished,Budh Vihar Phase 1,1,3500000,Ready_to_move,Resale,Builder_Floor,5255
2,2,Semi-Furnished,"Saptrishi Apartment, Rohini Sector 23",1,7600000,Ready_to_move,Resale,Apartment,5255
4,3,Semi-Furnished,Rohini Sector 24,1,13500000,Ready_to_move,New_Property,Builder_Floor,5255
4,3,Semi-Furnished,Rohini Sector 24,1,12500000,Ready_to_move,New_Property,Builder_Floor,5255
3,2,Semi-Furnished,Rohini Sector 23,1,6500000,Ready_to_move,New_Property,Builder_Floor,5255
4,4,Unfurnished,Rohini Sector 23,2,22000000,Ready_to_move,New_Property,Builder_Floor,5255
3,2,Semi-Furnished,Rohini Sector 23,1,6000000,Ready_to_move,New_Property,Builder_Floor,5255
3,2,Semi-Furnished,Rohini Sector 23,1,7300000,Ready_to_move,New_Property,Builder_Floor,5255
3,2,Semi-Furnished,Rohini Sector 23,1,7600000,Ready_to_move,New_Property,Builder_Floor,5255
4,4,Semi-Furnished,Rohini Sector 23,1,20000000,Ready_to_move,New_Property,Builder_Floor,5255
4,4,Semi-Furnished,Rohini Sector 22,1,15000000,Ready_to_move,New_Property,Builder_Floor,5255
3,2,Semi-Furnished,Rohini Sector 20,1,6200000,Ready_to_move,New_Property,Builder_Floor,5255
3,2,Furnished,Rohini Sector 20,1,6200000,Ready_to_move,New_Property,Builder_Floor,5255
1,1,Semi-Furnished,"Rohini ( 1 km from Shahbad Dairy, Rohini)",1,2300000,Ready_to_move,New_Property,Builder_Floor,
2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5000000,Ready_to_move,New_Property,Apartment,6667
2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4700000,Ready_to_move,New_Property,Apartment,6528
2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5500000,Ready_to_move,New_Property,Apartment,6875
1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,2000000,Ready_to_move,New_Property,Apartment,5714
3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,7300000,Ready_to_move,New_Property,Apartment,7449
4,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,13000000,Ready_to_move,New_Property,Apartment,8125
3,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,11500000,Ready_to_move,New_Property,Apartment,7931
2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,2800000,Ready_to_move,New_Property,Apartment,7931
1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,2200000,Ready_to_move,New_Property,Apartment,5789
2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4400000,Ready_to_move,New_Property,Apartment,6471
3,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,13500000,Ready_to_move,New_Property,Apartment,8438
2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4100000,Ready_to_move,New_Property,Apartment,6508
3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,12000000,Ready_to_move,New_Property,Apartment,8000
2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,3500000,Ready_to_move,New_Property,Apartment,6364
4,3,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,15000000,Ready_to_move,New_Property,Apartment,6000
5,4,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,17500000,Ready_to_move,New_Property,Apartment,6250
1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,1900000,Ready_to_move,New_Property,Apartment,6333
3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5500000,Ready_to_move,New_Property,Apartment,6875
3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,10000000,Ready_to_move,New_Property,Apartment,6875
3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,4700000,Ready_to_move,New_Property,Apartment,6714
1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,2400000,Ready_to_move,New_Property,Builder_Floor,6714
2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,3800000,Ready_to_move,New_Property,Builder_Floor,6714
4,4,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,23000000,Ready_to_move,New_Property,Builder_Floor,6714
4,4,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,24500000,Ready_to_move,New_Property,Builder_Floor,6714
3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,10000000,Ready_to_move,New_Property,Builder_Floor,6714
3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5500000,Ready_to_move,New_Property,Builder_Floor,6714
3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,7000000,Ready_to_move,New_Property,Builder_Floor,6714
3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,6500000,Ready_to_move,New_Property,Builder_Floor,6714
5,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,135000000,Almost_ready,New_Property,Apartment,28797
2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1,5000000,Ready_to_move,New_Property,Apartment,6667
4,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,93000000,Almost_ready,New_Property,Apartment,23840
3,2,Furnished,"Uttam Nagar Floors, Uttam Nagar",1,4370000,Ready_to_move,New_Property,Apartment,4600
3,2,Unfurnished,"Virat Residency, Dwarka Mor",1,4620000,Ready_to_move,New_Property,Apartment,4620
2,1,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",1,1900000,Ready_to_move,New_Property,Apartment,2235
4,4,Semi-Furnished,"Find Homes, Greater Kailash 2",1,70000000,Ready_to_move,New_Property,Apartment,2235
3,2,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1,5130000,Ready_to_move,New_Property,Apartment,3800
2,2,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1,3000000,Ready_to_move,New_Property,Apartment,5000
4,4,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1,5890000,Ready_to_move,New_Property,Apartment,4247
2,2,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1,3300000,Ready_to_move,New_Property,Apartment,6111
2,2,Furnished,"Godrej South Estate, Okhla",1,24900000,Ready_to_move,New_Property,Apartment,25512
3,2,Unfurnished,"The Elite Spire, Dwarka Sector 21",1,3700000,Ready_to_move,New_Property,Apartment,3524
4,3,Semi-Furnished,"APL Builder Floor, Greater Kailash 1",1,60000000,Ready_to_move,New_Property,Builder_Floor,22222
3,2,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1,17400000,Ready_to_move,Resale,Apartment,22222
5,5,Furnished,Janakpuri Block A3,1,51000000,Almost_ready,New_Property,Builder_Floor,22222
